day,siconc,f107,scnum,iprp,tsi,kp,ap,huss,scph,iprg,ssn,iprm,tas
23127,21.287147104590417,78.0,19.0,32936348.0,1360.8357,0.7875,3.25,0.0072328523,1.7255826,80407.375,28.771866,1209656200.0,279.3553
23128,21.306977325775257,78.0,19.0,23896826.0,1360.8108,0.9625,3.875,0.0072490447,1.7261063,80424.92,28.763958,1330185100.0,279.44995
23129,21.326811715016117,80.0,19.0,41492844.0,1360.764,2.6375,23.375,0.007251269,1.72663,80442.4,28.755983,33220370000.0,279.56244
23130,21.34664749360898,82.0,19.0,56732500.0,1360.7842,4.175,35.0,0.0072386153,1.7271537,80459.84,28.74793,55265040000.0,279.6847
23131,21.366479104145828,82.0,19.0,34573340.0,1360.7797,3.75,24.0,0.0072474647,1.7276773,80477.23,28.739803,36800573000.0,279.8258
23132,21.38630793597866,81.0,19.0,67095996.0,1360.8347,2.925,14.5,0.007258769,1.7282012,80494.57,28.731596,16778246000.0,279.92557
23133,21.406147882627543,82.0,19.0,37892870.0,1360.8241,3.3249998,19.125,0.0072871675,1.7287248,80511.86,28.723307,24542376000.0,279.97324
23134,21.425979493164387,84.0,19.0,23704688.0,1360.9088,2.2125,9.625,0.007315942,1.7292485,80529.1,28.714922,8289892400.0,279.99414
23135,21.445811103701235,87.0,19.0,37815724.0,1360.8724,2.025,8.75,0.00733805,1.7297722,80546.29,28.706451,6346227000.0,280.13995
23136,21.46564549294209,88.0,19.0,313272900.0,1360.8264,1.4625,5.75,0.0073432513,1.7302959,80563.43,28.697886,3067158800.0,280.1122
23137,21.48547988218295,86.0,19.0,4758373400.0,1360.839,2.3874998,10.25,0.0073428154,1.7308196,80580.516,28.689219,8363037000.0,280.18564
23138,21.505312882071802,88.0,19.0,9988604000.0,1360.885,2.8625,14.125,0.0073742354,1.7313433,80597.555,28.680456,14822711000.0,280.21606
23139,21.525144492608646,87.0,19.0,20781730000.0,1360.8182,2.875,13.875,0.0073980885,1.731867,80614.55,28.671589,14407789000.0,280.13928
23140,21.544977492497498,84.0,19.0,4153985300.0,1360.8301,3.1625,17.5,0.0074217916,1.7323906,80631.49,28.662613,21278552000.0,280.11444
23141,21.564809103034346,87.0,19.0,983777600.0,1360.8451,2.225,9.25,0.0074237986,1.7329143,80648.38,28.653524,7648702000.0,280.0429
23142,21.5846434922752,89.0,19.0,1458363100.0,1360.7867,3.5,22.0,0.0074067824,1.733438,80665.23,28.64433,30412896000.0,279.9958
23143,21.60447927086807,95.0,19.0,3209948200.0,1360.6871,2.4375,12.0,0.0074280137,1.7339618,80682.016,28.635014,12206259000.0,279.98358
23144,21.624310881404913,98.0,19.0,683332800.0,1360.5537,1.3875,5.5,0.0074387337,1.7344855,80698.766,28.625576,3006121000.0,279.98834
23145,21.644145270645772,100.0,19.0,212768270.0,1360.3778,0.68749994,3.625,0.0074336547,1.7350092,80715.46,28.616024,1286506500.0,280.0677
23146,21.644145270645772,100.0,19.0,136683140.0,1360.5294,1.5875,6.375,0.0074543725,1.7355329,80732.11,28.606344,3456068000.0,280.22852
23147,21.652584194731578,98.0,19.0,99260920.0,1360.4705,0.8,3.25,0.00746367,1.7360566,80748.7,28.596554,1106798700.0,280.28223
23148,21.661023118817383,99.0,19.0,61832644.0,1360.4698,1.225,4.875,0.0074545834,1.7365803,80765.26,28.586637,2073625200.0,280.32086
23149,21.669460653551184,91.0,19.0,52817010.0,1360.6107,1.425,7.6250005,0.007449841,1.7371039,80781.76,28.576576,4839231500.0,280.32797
23150,21.677900966988997,88.0,19.0,80161690.0,1360.7809,1.0,4.625,0.007421609,1.7376276,80798.2,28.566387,2071782100.0,280.3087
23151,21.68634128042681,89.0,19.0,20909668.0,1360.7666,0.625,2.875,0.007379792,1.7381513,80814.61,28.556051,836912450.0,280.30557
23152,21.694781593864622,93.0,19.0,24781614.0,1360.71,0.625,2.75,0.0073849997,1.738675,80830.95,28.545572,682612800.0,280.2656
23153,21.703224686006447,89.0,19.0,43001050.0,1360.8008,0.325,1.7499999,0.0074097607,1.7391987,80847.266,28.534945,311276320.0,280.30917
23154,21.711662220740248,83.0,19.0,26700686.0,1360.903,2.0,8.0,0.0074166805,1.7397225,80863.52,28.52417,5293043000.0,280.4831
23155,21.72010253417806,76.0,19.0,17419640.0,1360.921,1.5374999,6.25,0.0074636634,1.7402462,80879.72,28.513245,3477773800.0,280.68317
23156,21.728542847615874,80.0,19.0,15320276.0,1360.8641,1.7125,7.0,0.007537297,1.7407699,80895.88,28.502161,4122404900.0,280.9202
23157,21.73698177170168,79.0,19.0,11255218.0,1360.8241,2.8875,15.625001,0.007583187,1.7412935,80912.0,28.490917,17622952000.0,281.14795
23158,21.745424863843503,80.0,19.0,22331220.0,1360.8646,2.8875,20.75,0.0076212776,1.7418172,80928.05,28.479517,27854006000.0,281.15997
23159,21.753861009225297,83.0,19.0,11430151.0,1360.8215,2.3,11.875,0.0076249074,1.7423409,80944.06,28.46796,11887561000.0,281.06696
23160,21.762302712015117,89.0,19.0,16176840.0,1360.8188,1.9625,9.0,0.0076227486,1.7428646,80960.03,28.456238,6875795500.0,281.06268
23161,21.770737468044903,84.0,19.0,8368650.5,1360.9386,2.4875,11.25,0.007644322,1.7433883,80975.95,28.444344,9901904000.0,281.04794
23162,21.77917639213071,81.0,19.0,7037194.0,1360.9998,2.325,10.0,0.007672379,1.743912,80991.82,28.432276,8138282500.0,281.07092
23163,21.787619484272536,81.0,19.0,8605253.0,1361.0397,1.7249999,6.25,0.0076809265,1.7444357,81007.64,28.420036,3613095400.0,281.06982
23164,21.79605562965433,79.0,19.0,8172391.0,1361.0088,1.1,4.625,0.0077136727,1.7449594,81023.42,28.407616,1993504500.0,281.07385
23165,21.804500111148162,78.0,19.0,25050658.0,1360.9647,0.40000004,2.125,0.007742225,1.7454832,81039.15,28.395021,505445200.0,281.09326
23166,21.812936256529955,77.0,19.0,28854158.0,1360.9692,2.0,16.125,0.0077250735,1.7460068,81054.82,28.382248,18583265000.0,281.08813
23167,21.821377959319772,84.0,19.0,28264722.0,1360.9165,4.425,43.125,0.0077058896,1.7465305,81070.46,28.369284,68277543000.0,281.10342
23168,21.829819662109593,90.0,19.0,34581480.0,1360.8776,2.55,12.25,0.007694873,1.7470542,81086.03,28.356142,14159695000.0,281.16144
23169,21.838258586195398,93.0,19.0,13726558.0,1360.7864,2.2875,9.75,0.0077066333,1.7475779,81101.56,28.342808,7902342700.0,281.18274
23170,21.84669889963321,99.0,19.0,21716870.0,1360.6144,1.375,5.125,0.007722442,1.7481016,81117.055,28.32928,2575527200.0,281.18387
23171,21.855137823719016,103.0,19.0,25055266.0,1360.4349,1.5625,6.0,0.0077542122,1.7486253,81132.5,28.315557,3081371000.0,281.19153
23172,21.863576747804824,109.0,19.0,24913128.0,1360.3406,1.2125,4.625,0.007743674,1.749149,81147.88,28.301638,1977354200.0,281.22766
23173,21.872017061242637,107.0,19.0,28749870.0,1360.4872,1.4125,5.25,0.007736056,1.7496727,81163.234,28.28752,2389801700.0,281.201
23174,21.88045459597644,100.0,19.0,13651749.0,1360.5892,1.375,5.375,0.0077225445,1.7501963,81178.53,28.273203,2499608800.0,281.1717
23175,21.888893520062243,96.0,19.0,14066186.0,1360.7588,1.9875,8.75,0.0077333734,1.7507201,81193.79,28.258678,6251812000.0,281.12445
23176,21.888893520062243,89.0,19.0,10964821.0,1360.9292,0.6125,2.5,0.007741994,1.7512438,81208.984,28.243944,770603400.0,281.1807
23177,21.88664554851617,86.0,19.0,7692925.5,1361.0391,2.275,9.125,0.007759881,1.7517675,81224.15,28.229164,6755963000.0,281.28433
23178,21.884396187618094,82.0,19.0,9399175.0,1361.0297,3.2875001,21.375,0.0077699674,1.7522912,81239.26,28.214148,29132575000.0,281.37018
23179,21.882148216072025,79.0,19.0,27243524.0,1360.9727,2.3,10.5,0.007763553,1.7528149,81254.32,28.198895,9751963000.0,281.36978
23180,21.879904412581972,75.0,19.0,8481627.0,1360.9235,2.625,12.625,0.007769458,1.7533386,81269.33,28.183407,12170683000.0,281.29608
23181,21.877648104923864,73.0,19.0,5357194.0,1360.9336,1.7749999,7.6249995,0.0077765794,1.7538623,81284.305,28.167679,5250291700.0,281.2813
23182,21.87540013337779,72.0,19.0,7352721.0,1360.8904,1.1750001,4.5,0.007773602,1.754386,81298.15,28.151722,1978499600.0,281.4013
23183,21.87314938312771,72.0,19.0,13272943.0,1360.8453,0.87499994,3.625,0.0078022135,1.7549096,81311.9,28.135523,1229543800.0,281.5179
23184,21.87090002222963,72.0,19.0,9395665.0,1360.8195,1.575,6.25,0.007856541,1.7554333,81325.555,28.119087,3328965000.0,281.4958
23185,21.86865344003557,74.0,19.0,10344184.0,1360.8423,3.4875,23.375,0.0078657335,1.755957,81339.13,28.10241,33217390000.0,281.44135
23186,21.866405468489496,74.0,19.0,8484179.0,1360.7697,3.4999998,26.124998,0.007861043,1.7564808,81352.625,28.085497,38743667000.0,281.47885
23187,21.86415610759142,72.0,19.0,7858677.0,1360.7825,2.9625,16.375,0.007873841,1.7570045,81366.016,28.068346,20536902000.0,281.52664
23188,21.861905357341335,74.0,19.0,7115524.5,1360.8239,2.625,12.625,0.007930208,1.7575282,81379.33,28.050951,12657360000.0,281.5307
23189,21.85965877514727,73.0,19.0,13635934.0,1360.86,2.0625,9.25,0.007980449,1.7580519,81392.55,28.033312,7267870700.0,281.5128
23190,21.857409414249194,76.0,19.0,5218212.5,1360.9183,2.5375,11.125,0.008013675,1.7585756,81405.69,28.015429,9703500000.0,281.5575
23191,21.855160053351117,76.0,19.0,17225810.0,1360.9069,1.0875,4.625,0.008036053,1.7590992,81418.734,27.997307,2221378300.0,281.71686
23192,21.852909303101033,77.0,19.0,42939216.0,1360.9241,0.6875,2.875,0.008058012,1.7596229,81431.7,27.978943,836898200.0,281.8006
23193,21.850658552850952,78.0,19.0,42433670.0,1360.8682,0.625,2.875,0.008076115,1.7601466,81444.58,27.96033,736789800.0,281.81976
23194,21.84840919195287,78.0,19.0,39390076.0,1360.8998,2.45,13.625,0.008081412,1.7606703,81457.38,27.941479,13919481000.0,281.88434
23195,21.84616260975881,78.0,19.0,22485588.0,1360.8911,3.0875,17.625,0.008103615,1.761194,81470.1,27.922382,21525645000.0,282.0092
23196,21.843911859508726,77.0,19.0,21699276.0,1360.8651,3.0,20.375,0.00809803,1.7617177,81482.73,27.903046,27085464000.0,281.943
23197,21.84166249861065,77.0,19.0,22191372.0,1360.9036,2.5,11.125,0.008102556,1.7622415,81495.28,27.88346,10647910000.0,281.7921
23198,21.839413137712572,77.0,19.0,28421402.0,1360.8798,2.7125,13.0,0.00807541,1.7627652,81507.734,27.863628,12817226000.0,281.8355
23199,21.837163776814492,77.0,19.0,29750184.0,1360.8833,2.9125,14.875,0.008041887,1.7632889,81520.13,27.84355,16205336000.0,281.9873
23200,21.83491719462043,86.0,19.0,23278160.0,1360.9163,2.35,9.875,0.008060811,1.7638125,81532.44,27.823225,8316694500.0,282.0821
23201,21.83266783372235,75.0,19.0,16469798.0,1360.9436,1.5375,5.875,0.008086812,1.7643362,81544.66,27.802654,3247724000.0,281.87585
23202,21.830418472824274,74.0,19.0,7338016.5,1360.9751,1.1375,4.375,0.008094408,1.7648599,81556.8,27.781834,1791952400.0,281.68402
23203,21.828169111926197,76.0,19.0,4051110.8,1360.9698,1.2,4.625,0.00812014,1.7653836,81568.86,27.760763,1874012000.0,281.66003
23204,21.82591975102812,77.0,19.0,3946108.5,1360.9373,1.05,4.25,0.008145254,1.7659073,81580.85,27.73945,1621782100.0,281.6646
23205,21.823670390130044,76.0,19.0,4116147.8,1360.9327,1.0,4.0,0.008165026,1.766431,81592.76,27.717888,1434908000.0,281.61877
23206,21.82142241858397,76.0,19.0,3976570.2,1360.902,1.7375,7.0,0.008155131,1.7669547,81604.58,27.696075,4122196200.0,281.681
23207,21.82142241858397,74.0,19.0,7213550.0,1360.8595,2.9875,15.875,0.008144638,1.7674783,81616.336,27.673962,18100519000.0,281.769
23208,21.787027620317883,74.0,19.0,12356792.0,1360.882,2.2,9.375,0.008154513,1.7680022,81628.016,27.651594,7702711300.0,281.81622
23209,21.752628653995778,74.0,19.0,17750928.0,1360.8529,1.2875,4.875,0.008167407,1.7685258,81639.62,27.628965,2351644000.0,281.80103
23210,21.718233855729686,77.0,19.0,14626134.0,1360.8097,1.5125,6.7499995,0.00820705,1.7690495,81651.13,27.606083,3849544000.0,281.82336
23211,21.683840446815605,75.0,19.0,14570694.0,1360.8134,3.4375,25.625,0.008254195,1.7695732,81662.57,27.582935,37750096000.0,281.68256
23212,21.649442869845505,73.0,19.0,3949091.0,1360.8353,2.6875,12.999999,0.008231899,1.7700969,81673.96,27.559534,14248782000.0,281.5658
23213,21.615048071579416,72.0,19.0,7602835.0,1360.82,3.45,22.375,0.008206613,1.7706206,81685.266,27.53587,31178519000.0,281.65085
23214,21.58065188396132,72.0,19.0,11474918.0,1360.7986,4.0375,29.750002,0.0081629865,1.7711443,81696.48,27.511944,45769937000.0,281.73898
23215,21.546255696343227,74.0,19.0,8882250.0,1360.8539,2.6625,12.875,0.008116798,1.771668,81707.64,27.487762,14383411000.0,281.77637
23216,21.51186367678115,73.0,19.0,8768625.0,1360.8652,2.8375,13.625,0.008088646,1.7721916,81718.72,27.463318,13919719000.0,281.683
23217,21.477467489163054,74.0,19.0,17674156.0,1360.8418,3.0375,16.375,0.00810325,1.7727153,81729.73,27.43861,19066806000.0,281.55652
23218,21.443071301544958,73.0,19.0,18500088.0,1360.9064,1.45,6.125,0.00816817,1.773239,81740.67,27.413637,3792503300.0,281.4823
23219,21.408673724574857,77.0,19.0,25923750.0,1360.9028,0.9125,4.0,0.008197594,1.7737628,81751.52,27.388407,1553612200.0,281.427
23220,21.374280315660776,84.0,19.0,24029822.0,1360.7869,3.8374999,27.624998,0.008191198,1.7742865,81762.33,27.36291,41691360000.0,281.4206
23221,21.3398882960987,85.0,19.0,30238682.0,1360.6589,3.2125,18.5,0.008176303,1.7748102,81773.055,27.33715,24844884000.0,281.41418
23222,21.305492108480603,87.0,19.0,45062064.0,1360.6074,3.1625,17.0,0.00817339,1.7753339,81783.72,27.31113,20555463000.0,281.44266
23223,21.271094531510503,87.0,19.0,11722587.0,1360.6598,2.7625,14.625,0.008210823,1.7758576,81794.31,27.28484,16103404000.0,281.5768
23224,21.236699733244414,87.0,19.0,15101389.0,1360.6722,2.0875,8.75,0.008233275,1.7763813,81804.83,27.258284,6773999600.0,281.6396
23225,21.202304934978326,88.0,19.0,17311868.0,1360.5299,2.625,12.875,0.008227519,1.776905,81815.29,27.231464,12600703000.0,281.62302
23226,21.167910136712237,86.0,19.0,18558530.0,1360.5895,2.6125,12.375,0.008179436,1.7774286,81825.68,27.204378,11815260000.0,281.4051
23227,21.13351394909414,88.0,19.0,24358078.0,1360.7006,2.45,10.625,0.008138701,1.7779523,81835.99,27.177025,9135229000.0,281.38452
23228,21.099119150828052,85.0,19.0,29625254.0,1360.8253,2.1375003,9.5,0.008151481,1.778476,81846.24,27.149406,7402069500.0,281.393
23229,21.06472574191397,81.0,19.0,15755636.0,1360.875,1.5499998,6.125,0.008193442,1.7789997,81856.445,27.12152,3461467600.0,281.41888
23230,21.030326775591863,80.0,19.0,14928113.0,1360.9326,2.1125,8.625,0.00819343,1.7795235,81866.555,27.093363,6087286000.0,281.41156
23231,20.995931977325775,77.0,19.0,6917909.5,1360.9742,1.5500001,7.1250005,0.008203402,1.7800472,81876.63,27.064947,4400632300.0,281.32437
23232,20.961537179059686,72.0,19.0,8777705.0,1360.9155,0.9625,3.875,0.008206902,1.7805709,81886.625,27.03626,1519451100.0,281.32355
23233,20.927139602089586,73.0,19.0,11497488.0,1360.8749,1.125,4.375,0.008227439,1.7810946,81896.555,27.007307,1683573500.0,281.33667
23234,20.892742025119485,74.0,19.0,16127701.0,1360.8369,0.57500005,2.625,0.008213782,1.7816182,81906.42,26.978094,708413300.0,281.37384
23235,20.858351394909413,71.0,19.0,24864604.0,1360.8071,0.6625,3.0,0.008157259,1.7821419,81916.23,26.948605,802478660.0,281.3855
23236,20.82395798599533,72.0,19.0,21581130.0,1360.7916,1.575,7.3749995,0.0081213955,1.7826656,81925.984,26.91885,4546506000.0,281.4342
23237,20.78956040902523,76.0,19.0,32188858.0,1360.797,1.5,5.625,0.00808708,1.7831893,81935.664,26.888826,2866397700.0,281.3753
23238,20.78956040902523,82.0,19.0,27746670.0,1360.672,1.95,9.0,0.008096267,1.783713,81945.29,26.858585,6586048500.0,281.28046
23239,20.795263699010782,80.0,19.0,9824385.0,1360.694,3.4875,26.25,0.0081044715,1.7842367,81954.84,26.827858,38992245000.0,281.2559
23240,20.80096421029232,79.0,19.0,20845180.0,1360.7328,3.0125,24.125,0.008077599,1.7847604,81964.36,26.796902,35230770000.0,281.2926
23241,20.806675836389907,81.0,19.0,9626121.0,1360.7898,4.925,57.75,0.008057721,1.7852842,81973.805,26.765717,88085570000.0,281.2381
23242,20.81238190507947,84.0,19.0,10775000.0,1360.786,3.8,27.125002,0.008034419,1.7858078,81983.19,26.7343,46823460000.0,281.18085
23243,20.81808936312104,86.0,19.0,11637346.0,1360.7338,2.0,8.375,0.008005358,1.7863315,81992.516,26.70265,6958342700.0,281.1209
23244,20.82378987440258,90.0,19.0,6043549.5,1360.7086,3.0375,18.25,0.008002367,1.7868552,82001.79,26.670763,22775566000.0,281.11322
23245,20.82949733244415,87.0,19.0,8131620.5,1360.835,2.175,9.25,0.008014014,1.7873789,82011.0,26.638641,7699645000.0,281.20596
23246,20.835202011781703,85.0,19.0,43284940.0,1360.9293,2.0,8.0,0.00801225,1.7879026,82020.17,26.60628,5418301400.0,281.26614
23247,20.840905301767254,82.0,19.0,40710570.0,1360.9752,2.3250003,9.625,0.007999787,1.7884263,82029.266,26.573679,7453068000.0,281.24
23248,20.846609981104812,80.0,19.0,29689806.0,1360.9363,2.7125,15.750001,0.007977899,1.78895,82038.31,26.540842,17861570000.0,281.19257
23249,20.85231466044237,77.0,19.0,28716250.0,1360.936,3.8,26.0,0.0079443185,1.7894737,82047.31,26.507757,38497410000.0,281.2322
23250,20.858023507835945,77.0,19.0,27439974.0,1360.928,2.9,15.0,0.007921906,1.7899973,82056.24,26.474426,17928126000.0,281.27118
23251,20.863726797821496,77.0,19.0,41445680.0,1360.9406,2.375,10.125,0.007927848,1.790521,82065.13,26.440855,8682543000.0,281.23535
23252,20.869434255863066,77.0,19.0,23330158.0,1360.8864,3.0875,17.25,0.007888591,1.7910448,82073.96,26.407028,20783213000.0,281.25098
23253,20.875134767144605,74.0,19.0,19995636.0,1360.9282,2.825,15.0,0.007842907,1.7915685,82082.74,26.372957,16792571000.0,281.2691
23254,20.880842225186175,73.0,19.0,22452788.0,1360.9016,1.6625,7.5,0.007798262,1.7920922,82091.48,26.338636,5249593000.0,281.23834
23255,20.88654690452373,74.0,19.0,26398522.0,1360.918,2.3,9.25,0.007764654,1.7926159,82100.14,26.304062,6927782000.0,281.12964
23256,20.892248805157276,75.0,19.0,16919218.0,1360.8427,1.2875,5.0,0.0077670496,1.7931396,82108.77,26.269234,2447799300.0,281.0777
23257,20.897956263198843,74.0,19.0,12267557.0,1360.8296,2.075,9.25,0.0077530453,1.7936633,82117.34,26.234148,6927789600.0,281.01398
23258,20.903656774480382,74.0,19.0,10157463.0,1360.8846,2.075,8.875,0.0077246316,1.794187,82125.86,26.198805,6459887600.0,280.89548
23259,20.90936562187396,78.0,19.0,12163471.0,1360.8806,1.1625,4.875,0.007712682,1.7947106,82134.34,26.163204,2328397300.0,280.85516
23260,20.91506891185951,75.0,19.0,14201372.0,1360.8502,2.6125,14.875,0.0076749353,1.7952343,82142.76,26.127338,16206469000.0,280.80963
23261,20.920776369901077,77.0,19.0,15912262.0,1360.8365,2.6625,13.75,0.0076885587,1.795758,82151.15,26.09122,14312050000.0,280.80438
23262,20.926479659886628,76.0,19.0,10680180.0,1360.822,2.125,8.625,0.007690493,1.7962817,82159.48,26.054838,6548785700.0,280.78012
23263,20.932187117928198,72.0,19.0,11687096.0,1360.8014,3.2875,20.0,0.007677411,1.7968055,82167.76,26.018196,26321512000.0,280.62314
23264,20.93789318661776,77.0,19.0,11498975.0,1360.7736,2.5875,13.25,0.007657244,1.7973292,82175.99,25.981285,14116829000.0,280.51752
23265,20.94359647660331,89.0,19.0,14932346.0,1360.6144,1.55,8.25,0.0076251086,1.7978529,82184.18,25.944105,6041650000.0,280.49182
23266,20.949302545292877,98.0,19.0,13036086.0,1360.5604,5.875,81.75,0.007604643,1.7983766,82192.33,25.906668,115052446000.0,280.56006
23267,20.955003056574412,99.0,19.0,6557224.5,1360.4473,4.45,36.0,0.007555561,1.7989002,82200.43,25.868956,67174367000.0,280.52435
23268,20.955003056574412,105.0,19.0,15183484.0,1360.3241,4.35,33.375,0.007533632,1.7994239,82208.48,25.830984,53148025000.0,280.45605
23269,20.986362120706904,99.0,19.0,12973011.0,1360.1458,4.5875,43.25,0.0075329,1.7999476,82216.484,25.792793,68465435000.0,280.49164
23270,21.017715627431365,97.0,19.0,16680223.0,1360.1996,2.8250003,14.750001,0.007549557,1.8004713,82224.45,25.754307,19076665000.0,280.4519
23271,21.049074691563856,102.0,19.0,8726760.0,1360.0789,3.8,25.75,0.0075180326,1.800995,82232.375,25.715534,38000706000.0,280.30347
23272,21.080429587640324,109.0,19.0,10427940.0,1360.0,2.7875,13.25,0.007486193,1.8015187,82240.26,25.67647,14704857000.0,280.1261
23273,21.111784483716793,90.0,19.0,10622384.0,1360.0835,4.0875,44.5,0.0074867536,1.8020424,82248.1,25.637117,70324460000.0,280.09134
23274,21.143139379793265,105.0,19.0,42614170.0,1360.2325,6.2125,125.74999,0.0074719763,1.8025662,82255.89,25.597479,154275630000.0,280.0787
23275,21.174497054573745,99.0,19.0,42635570.0,1360.5604,4.575,78.5,0.0074307485,1.8030899,82263.66,25.55755,121746040000.0,279.94794
23276,21.205851950650217,95.0,19.0,49044764.0,1360.7008,2.5875,18.125,0.0073710917,1.8036135,82271.36,25.517326,29316604000.0,279.9472
23277,21.237206846726686,86.0,19.0,62530856.0,1360.8771,5.0,60.125,0.0073354226,1.8041372,82279.04,25.476816,91002350000.0,279.89813
23278,21.268563132155162,84.0,19.0,37440404.0,1360.9618,3.825,27.0,0.007342645,1.8046609,82286.67,25.43602,46958125000.0,279.9248
23279,21.299916638879626,78.0,19.0,48506104.0,1360.977,3.8625,34.125,0.0073706647,1.8051846,82294.28,25.394918,53745947000.0,280.01117
23280,21.33127431366011,74.0,19.0,61653436.0,1360.9294,4.875,48.125,0.0073784753,1.8057083,82301.836,25.353537,75528300000.0,280.0609
23281,21.36262920973658,71.0,19.0,89650560.0,1360.9172,3.3374999,18.625,0.0074008144,1.806232,82309.36,25.311861,27698022000.0,280.04233
23282,21.393982716461043,69.0,19.0,67561770.0,1360.9175,2.425,12.0,0.0073710596,1.8067557,82316.84,25.269894,11888621000.0,279.91888
23283,21.42533900188952,68.0,19.0,45390116.0,1360.897,0.85,3.5,0.0073210364,1.8072793,82324.29,25.227638,1422418000.0,279.8128
23284,21.456692508613983,69.0,19.0,23837182.0,1360.8728,0.6125,2.625,0.0072687278,1.807803,82331.7,25.185087,667183040.0,279.69794
23285,21.48804879404246,70.0,19.0,16520969.0,1360.8419,1.0500001,4.125,0.0072266823,1.8083268,82339.09,25.142248,1502275800.0,279.55103
23286,21.519403690118928,71.0,19.0,28194100.0,1360.8469,1.5625,6.0,0.0072084684,1.8088505,82346.43,25.099121,3081442800.0,279.55548
23287,21.550762754251416,73.0,19.0,13637564.0,1360.834,1.825,8.0,0.007186611,1.8093742,82353.734,25.0557,5293230000.0,279.60132
23288,21.582114871623876,77.0,19.0,8649426.0,1360.823,1.075,4.625,0.0071889907,1.8098979,82361.01,25.01199,2090778800.0,279.70013
23289,21.613471157052352,79.0,19.0,6546855.5,1360.764,2.125,11.125,0.007186929,1.8104216,82368.24,24.96799,9704315000.0,279.75568
23290,21.64483022118484,85.0,19.0,6598878.5,1360.715,2.8875,15.875,0.007170491,1.8109453,82375.46,24.923704,18101985000.0,279.70615
23291,21.676183727909304,86.0,19.0,7846910.0,1360.6814,1.5125,5.875,0.00716906,1.811469,82382.63,24.879128,3519486200.0,279.69684
23292,21.707538623985773,87.0,19.0,8008371.5,1360.6973,2.075,9.25,0.007138811,1.8119926,82389.77,24.834255,6927879700.0,279.55365
23293,21.738896298766257,87.0,19.0,7207181.5,1360.7727,3.375,21.625,0.007114947,1.8125163,82396.88,24.789095,29646027000.0,279.3498
23294,21.770252584194733,84.0,19.0,9097668.0,1360.853,4.5374994,39.25,0.0071136616,1.81304,82403.97,24.743645,62287570000.0,279.26376
23295,21.801606090919194,84.0,19.0,10537437.0,1360.8475,3.675,24.125,0.0071421284,1.8135637,82411.016,24.69791,37819855000.0,279.33954
23296,21.832960986995666,86.0,19.0,12427494.0,1360.9352,4.1625,30.625002,0.007138692,1.8140875,82418.04,24.651886,47415830000.0,279.3761
23297,21.864315883072134,88.0,19.0,9854370.0,1360.8978,3.0499997,16.0,0.007109095,1.8146112,82425.03,24.605572,20363751000.0,279.36127
23298,21.89567216850061,87.0,19.0,8381834.0,1360.9222,3.0375,16.5,0.007098566,1.8151349,82432.01,24.55897,19311106000.0,279.31085
23299,21.89567216850061,84.0,19.0,15757248.0,1360.9612,1.2125,5.0,0.0071010333,1.8156586,82438.94,24.512098,2709760500.0,279.23572
23300,21.90300238968545,83.0,19.0,12611763.0,1361.0422,1.4,5.375,0.007115858,1.8161823,82445.836,24.465046,2499662800.0,279.1723
23301,21.910329832166276,88.0,19.0,69651064.0,1361.058,1.3375001,5.125,0.0071149794,1.816706,82452.72,24.417694,2304053000.0,279.1094
23302,21.917657274647105,89.0,19.0,49505936.0,1361.0156,2.6625,13.25,0.0071338443,1.8172296,82459.57,24.370039,13255538000.0,279.11334
23303,21.92498610647994,94.0,19.0,29684222.0,1360.848,1.7374998,8.75,0.0071588866,1.8177533,82466.41,24.322096,6670380000.0,279.32556
23304,21.93231493831277,96.0,19.0,11098145.0,1360.6233,0.575,2.625,0.007178429,1.818277,82473.21,24.273855,834263700.0,279.34424
23305,21.939642380793597,94.0,19.0,10658056.0,1360.4989,0.825,3.3749998,0.007171184,1.8188007,82479.984,24.225325,1014244400.0,279.30933
23306,21.94697121262643,94.0,19.0,15342542.0,1360.492,5.15,63.25,0.0071390956,1.8193244,82486.76,24.176508,94772090000.0,279.1764
23307,21.954300044459263,96.0,19.0,15412180.0,1360.4374,2.625,15.5,0.0071471753,1.8198482,82493.48,24.127405,22150732000.0,279.0582
23308,21.961628876292096,96.0,19.0,5298754.0,1360.5685,1.825,7.5000005,0.0071683596,1.8203719,82500.18,24.07802,5277400000.0,279.05066
23309,21.968960486828944,88.0,19.0,11068671.0,1360.7091,0.9125,3.75,0.007136712,1.8208956,82506.87,24.028347,1453570400.0,279.04626
23310,21.976286539957762,84.0,19.0,13729979.0,1360.8383,1.375,6.875,0.0070975916,1.8214192,82513.52,23.978394,3985049000.0,278.97528
23311,21.983619539846615,85.0,19.0,10261679.0,1360.8031,4.5875,73.75,0.007081887,1.8219429,82520.17,23.928162,106812360000.0,278.91974
23312,21.990942814271424,85.0,19.0,11168289.0,1360.7971,3.125,35.125,0.007044561,1.8224666,82526.79,23.877651,64262000000.0,278.8785
23313,21.998275814160277,82.0,19.0,11014025.0,1360.7328,1.5375,6.0,0.007012439,1.8229903,82533.39,23.82687,4175949300.0,278.84537
23314,22.005606035345114,87.0,19.0,11852983.0,1360.7535,2.1625,8.5,0.006984434,1.823514,82539.97,23.775808,5924816400.0,278.63403
